url|code|confidence|source|price|location|store_name|address_line1|address_line2|city|state|expires|error
https://offers.greatclips.com/hCjXLWI||||$9.99|Great Clips Northcreek Kroger Commons at 105 Northcreek Blvd in Goodlettsville, TN|Great Clips|Northcreek Kroger Commons|105 Northcreek Blvd|Goodlettsville|TN|08/16/2026|
https://offers.greatclips.com/vU5XBzx||||$9.99|Great Clips Hallcrest Plaza at 409 Hwy 46 S in Dickson, TN|Great Clips|Hallcrest Plaza|409 Hwy 46 S|Dickson|TN|08/16/2026|
https://offers.greatclips.com/NFyicEb||||$9.99|Great Clips Gallatin Village Green at 565-B Village Green Dr in Gallatin, TN|Great Clips|Gallatin Village Green|565-B Village Green Dr|Gallatin|TN|08/16/2026|
https://offers.greatclips.com/8B0vvUb||||$9.99|Great Clips White House Walmart Center at 810 Hwy 76 in White House, TN|Great Clips|White House Walmart Center|810 Hwy 76|White House|TN|08/16/2026|
https://offers.greatclips.com/jmrz8Hv||||$9.99|Great Clips Columbia WalMart Center at 2150 Brookmeade Dr in Columbia, TN|Great Clips|Columbia WalMart Center|2150 Brookmeade Dr|Columbia|TN|08/16/2026|
https://offers.greatclips.com/gIMOql6||||$9.99|Great Clips Maple Row Shopping Center at 235 E Main St in Hendersonville, TN|Great Clips|Maple Row Shopping Center|235 E Main St|Hendersonville|TN|08/16/2026|
https://offers.greatclips.com/VPJ5tUk||||$9.99|Great Clips Glenbrook Centre at 1050 Glenbrook Way in Hendersonville, TN|Great Clips|Glenbrook Centre|1050 Glenbrook Way|Hendersonville|TN|08/16/2026|
https://offers.greatclips.com/SU80IJ1||||$9.99|Great Clips Columbia Square Kroger Center at 833 Nashville Hwy in Columbia, TN|Great Clips|Columbia Square Kroger Center|833 Nashville Hwy|Columbia|TN|08/16/2026|
https://offers.greatclips.com/GWXPx3S||||$9.99|Great Clips Greensboro Village at 1483 Nashville Pike in Gallatin, TN|Great Clips|Greensboro Village|1483 Nashville Pike|Gallatin|TN|08/16/2026|
https://offers.greatclips.com/fCjDMn9||||$9.99|Great Clips The Shops at Windsong at 229 Maharris Dr in Gallatin, TN|Great Clips|The Shops|Windsong at 229 Maharris Dr|Gallatin|TN|08/16/2026|
https://offers.greatclips.com/yM5KCaQ||||$9.99|Great Clips Westview Plaza at 1416 W Main St in Lebanon, TN|Great Clips|Westview Plaza|1416 W Main St|Lebanon|TN|08/16/2026|
https://offers.greatclips.com/ioqV0rn||||$9.99|Great Clips Springfield Station Kroger Center at 2552 Memorial Blvd in Springfield, TN|Great Clips|Springfield Station Kroger Center|2552 Memorial Blvd|Springfield|TN|08/16/2026|
https://offers.greatclips.com/vRW7bfG||||$9.99|Great Clips Hickory Ridge Shopping Center at 443 Highway 109 in Lebanon, TN|Great Clips|Hickory Ridge Shopping Center|443 Highway 109|Lebanon|TN|08/16/2026|
https://offers.greatclips.com/9EvRzYC||||$9.99|Great Clips West Bench Plaza at 8047 W 3500 S in Magna, UT|Great Clips|West Bench Plaza|8047 W 3500 S|Magna|UT|08/14/2026|
https://offers.greatclips.com/VTJtE2c||||$9.99|Great Clips Hillside Plaza at 2418 E Fort Union Blvd in Cottonwood Heights, UT|Great Clips|Hillside Plaza|2418 E Fort Union Blvd|Cottonwood Heights|UT|08/07/2026|
https://offers.greatclips.com/jnTdI7U||||$9.99|Great Clips Providence Center at 1380 S Providence Center Dr in Cedar City, UT|Great Clips|Providence Center|1380 S Providence Center Dr|Cedar City|UT|08/07/2026|
https://offers.greatclips.com/6FZNzKh||||$9.99|Great Clips The Meadows at 484 N 950 W in American Fork, UT|Great Clips|The Meadows|484 N 950 W|American Fork|UT|08/07/2026|
https://offers.greatclips.com/HiDg28H||||$9.99|Great Clips Parkway Crossroads at 3535 Ranches Pkwy in Eagle Mountain, UT|Great Clips|Parkway Crossroads|3535 Ranches Pkwy|Eagle Mountain|UT|08/07/2026|
https://offers.greatclips.com/wnolTAZ||||$9.99|Great Clips Cedar City Town Center at 96 N Main St in Cedar City, UT|Great Clips|Cedar City Town Center|96 N Main St|Cedar City|UT|08/07/2026|
https://offers.greatclips.com/GY2ZxHm||||$9.99|Great Clips West Bench Plaza at 8047 W 3500 S in Magna, UT|Great Clips|West Bench Plaza|8047 W 3500 S|Magna|UT|08/07/2026|
https://offers.greatclips.com/7YKsVkV||||$9.99|Great Clips Provo Town Center at 1330 S University Ave in Provo, UT|Great Clips|Provo Town Center|1330 S University Ave|Provo|UT|08/07/2026|
https://offers.greatclips.com/svNzPXe||||$9.99|Great Clips Hunter Park Plaza at 3536 S 5600 W in West Valley City, UT|Great Clips|Hunter Park Plaza|3536 S 5600 W|West Valley City|UT|08/07/2026|
